identifier,code_system,disease_code,preferred_name,evs_nci_code,corrected_preferred_name_for_icd9,date_last_created,date_last_updated,site_code,site_name,disease_code_site_code,evs_preferred_name,comments
7251,ICD-O-3,8001/3,"Tumor cells, malignant",C7377,,2022-05-24 23:13:34.699134,,C34.9,"Lung, NOS",8001/3C34.9,Malignant Lung Neoplasm,
7252,ICD-O-3,8001/3,"Tumor cells, malignant",C7398,,2022-05-24 23:13:34.699134,,C09.0,Tonsillar fossa,8001/3C09.0,Malignant Oropharyngeal Neoplasm,
7253,ICD-O-3,8001/3,"Tumor cells, malignant",C9321,,2022-05-24 23:13:34.699134,,C11.0,Superior wall of nasopharynx,8001/3C11.0,Malignant Nasopharyngeal Neoplasm,
7254,ICD-O-3,8001/3,"Tumor cells, malignant",C3531,,2022-05-24 23:13:34.699134,,C12.9,Pyriform sinus,8001/3C12.9,Malignant Pyriform Fossa Neoplasm,
7255,ICD-O-3,8004/3,"Malignant tumor, spindle cell type",C27091,,2022-05-24 23:13:34.699134,,C40.0,"Long bones of upper limb, scapula and associated joints",8004/3C40.0,Malignant Spindle Cell Neoplasm,
7256,ICD-O-3,8005/0,"Clear cell tumor, NOS",C40084,,2022-05-24 23:13:34.699134,,C56.9,Ovary,8005/0C56.9,Benign Ovarian Clear Cell Tumor,
7257,ICD-O-3,8010/0,"Epithelial tumor, benign",C4526,,2022-05-24 23:13:34.699134,,C64.9,"Kidney, NOS",8010/0C64.9,Kidney Oncocytoma,
7258,ICD-O-3,8010/2,"Carcinoma in situ, NOS",C2917,,2022-05-24 23:13:34.699134,,C76.0,"Head, face or neck, NOS",8010/2C76.0,Carcinoma In Situ,
7259,ICD-O-3,8010/2,"Carcinoma in situ, NOS",C5729,,2022-05-24 23:13:34.699134,,C25.0,Head of pancreas,8010/2C25.0,Stage 0 Pancreatic Cancer AJCC v6 and v7,
7260,ICD-O-3,8010/2,"Carcinoma in situ, NOS",C3638,,2022-05-24 23:13:34.699134,,C18.9,"Colon, NOS",8010/2C18.9,Stage 0 Colon Cancer AJCC v6 and v7,
7261,ICD-O-3,8010/3,"Carcinoma, NOS",C4866,,2022-05-24 23:13:34.699134,,C51.9,"Vulva, NOS",8010/3C51.9,Vulvar Carcinoma,
7262,ICD-O-3,8010/3,"Carcinoma, NOS",C4855,,2022-05-24 23:13:34.699134,,C32.9,"Larynx, NOS",8010/3C32.9,Laryngeal Carcinoma,
7263,ICD-O-3,8010/3,"Carcinoma, NOS",C4824,,2022-05-24 23:13:34.699134,,C02.9,"Tongue, NOS",8010/3C02.9,Tongue Carcinoma,
7264,ICD-O-3,8010/3,"Carcinoma, NOS",C174403,,2022-05-24 23:13:34.699134,,C69.0,Conjunctiva,8010/3C69.0,Conjunctival Carcinoma,
7265,ICD-O-3,8010/3,"Carcinoma, NOS",C5907,,2022-05-24 23:13:34.699134,,C08.9,"Major salivary gland, NOS",8010/3C08.9,Major Salivary Gland Carcinoma,
7266,ICD-O-3,8010/3,"Carcinoma, NOS",C9466,,2022-05-24 23:13:34.699134,,C14.0,"Pharynx, NOS",8010/3C14.0,Pharyngeal Carcinoma,
7267,ICD-O-3,8010/3,"Carcinoma, NOS",C3850,,2022-05-24 23:13:34.699134,,C25.9,"Pancreas, NOS",8010/3C25.9,Pancreatic Carcinoma,
7268,ICD-O-3,8010/3,"Carcinoma, NOS",C181162,,2022-05-24 23:13:34.699134,,C57.9,"Female genital tract, NOS",8010/3C57.9,Female Reproductive System Carcinoma,
7269,ICD-O-3,8010/3,"Carcinoma, NOS",C62332,,2022-05-24 23:13:34.699134,,C71.1,Frontal lobe,8010/3C71.1,Central Nervous System Carcinoma,
7270,ICD-O-3,8010/3,"Carcinoma, NOS",C35850,,2022-05-24 23:13:34.699134,,C14.8,"Overlapping lesion of lip, oral cavity and pharynx",8010/3C14.8,Head and Neck Carcinoma,
7271,ICD-O-3,8010/3,"Carcinoma, NOS",C9330,,2022-05-24 23:13:34.699134,,C18.1,Appendix,8010/3C18.1,Appendix Carcinoma,
7272,ICD-O-3,8010/3,"Carcinoma, NOS",C181196,,2022-05-24 23:13:34.699134,,C63,OTHER AND UNSPECIFIED MALE GENITAL ORGANS,8010/3C63,Male Reproductive System Carcinoma,
7273,ICD-O-3,8010/3,"Carcinoma, NOS",C3908,,2022-05-24 23:13:34.699134,,C24.1,Ampulla of Vater,8010/3C24.1,Ampulla of Vater Carcinoma,
7274,ICD-O-3,8010/3,"Carcinoma, NOS",C4878,,2022-05-24 23:13:34.699134,,C34.2,"Middle lobe, lung",8010/3C34.2,Lung Carcinoma,
7275,ICD-O-3,8010/3,"Carcinoma, NOS",C181162,,2022-05-24 23:13:34.699134,,C57,OTHER AND UNSPECIFIED FEMALE GENITAL ORGANS,8010/3C57,Female Reproductive System Carcinoma,
7276,ICD-O-3,8010/6,"Carcinoma, metastatic, NOS",C3813,,2022-05-24 23:13:34.699134,,C71.9,"Brain, NOS",8010/6C71.9,Metastatic Malignant Neoplasm in the Brain,
7277,ICD-O-3,8010/6,"Carcinoma, metastatic, NOS",C5629,,2022-05-24 23:13:34.699134,,C44.9,"Skin, NOS",8010/6C44.9,Metastatic Malignant Neoplasm in the Skin,
7278,ICD-O-3,8010/6,"Carcinoma, metastatic, NOS",C7549,,2022-05-24 23:13:34.699134,,C65.9,Renal pelvis,8010/6C65.9,Metastatic Malignant Neoplasm in the Kidney,
7279,ICD-O-3,8010/6,"Carcinoma, metastatic, NOS",C7549,,2022-05-24 23:13:34.699134,,C64.9,"Kidney, NOS",8010/6C64.9,Metastatic Malignant Neoplasm in the Kidney,
7280,ICD-O-3,8010/6,"Carcinoma, metastatic, NOS",C3577,,2022-05-24 23:13:34.699134,,C34.9,"Lung, NOS",8010/6C34.9,Metastatic Malignant Neoplasm in the Lung,
7281,ICD-O-3,8013/3,Large cell neuroendocrine carcinoma,C6875,,2022-05-24 23:13:34.699134,,C80.9,Unknown primary site,8013/3C80.9,Large Cell Neuroendocrine Carcinoma,
7282,ICD-O-3,8013/3,Large cell neuroendocrine carcinoma,C5238,,2022-05-24 23:13:34.699134,,C56.9,Ovary,8013/3C56.9,Ovarian Large Cell Neuroendocrine Carcinoma,
7283,ICD-O-3,8020/3,"Carcinoma, undifferentiated, NOS",C27422,,2022-05-24 23:13:34.699134,,C15.0,Cervical esophagus,8020/3C15.0,Esophageal Undifferentiated Carcinoma,
7284,ICD-O-3,8020/3,"Carcinoma, undifferentiated, NOS",C5597,,2022-05-24 23:13:34.699134,,C61.9,Prostate gland,8020/3C61.9,Prostate Undifferentiated Carcinoma,
7285,ICD-O-3,8020/3,"Carcinoma, undifferentiated, NOS",C8023,,2022-05-24 23:13:34.699134,,C11.9,"Nasopharynx, NOS",8020/3C11.9,Nasopharyngeal Undifferentiated Carcinoma,
7286,ICD-O-3,8020/3,"Carcinoma, undifferentiated, NOS",C4509,,2022-05-24 23:13:34.699134,,C56.9,Ovary,8020/3C56.9,Ovarian Undifferentiated Carcinoma,
7287,ICD-O-3,8022/3,Pleomorphic carcinoma,C5976,,2022-05-24 23:13:34.699134,,C14.0,"Pharynx, NOS",8022/3C14.0,Minor Salivary Gland Carcinoma ex Pleomorphic Adenoma,
7288,ICD-O-3,8022/3,Pleomorphic carcinoma,C45542,,2022-05-24 23:13:34.699134,,C34.9,"Lung, NOS",8022/3C34.9,Lung Pleomorphic Carcinoma,
7289,ICD-O-3,8022/3,Pleomorphic carcinoma,C45542,,2022-05-24 23:13:34.699134,,C34.0,Main bronchus,8022/3C34.0,Lung Pleomorphic Carcinoma,
7290,ICD-O-3,8032/3,"Spindle cell carcinoma, NOS",C45541,,2022-05-24 23:13:34.699134,,C34.9,"Lung, NOS",8032/3C34.9,Lung Spindle Cell Carcinoma,
7291,ICD-O-3,8041/3,"Small cell carcinoma, NOS",C156457,,2022-05-24 23:13:34.699134,,C77.0,"Lymph nodes of head, face and neck",8041/3C77.0,Extrapulmonary Small Cell Neuroendocrine Carcinoma,
7292,ICD-O-3,8041/3,"Small cell carcinoma, NOS",C172725,,2022-05-24 23:13:34.699134,,C22.0,Liver,8041/3C22.0,Liver Small Cell Neuroendocrine Carcinoma,
7293,ICD-O-3,8050/2,Papillary carcinoma in situ,C4190,,2022-05-24 23:13:34.699134,,C50.0,Nipple,8050/2C50.0,Breast Papillary Ductal Carcinoma In Situ,
7294,ICD-O-3,8050/3,"Papillary carcinoma, NOS",C5650,,2022-05-24 23:13:34.699134,,C34.9,"Lung, NOS",8050/3C34.9,Lung Papillary Adenocarcinoma,
7295,ICD-O-3,8050/3,"Papillary carcinoma, NOS",C9134,,2022-05-24 23:13:34.699134,,C50.0,Nipple,8050/3C50.0,Breast Papillary Carcinoma,
7296,ICD-O-3,8050/3,"Papillary carcinoma, NOS",C96492,,2022-05-24 23:13:34.699134,,C18.9,"Colon, NOS",8050/3C18.9,Colon Micropapillary Adenocarcinoma,
7297,ICD-O-3,8052/3,Papillary squamous cell carcinoma,C7383,,2022-05-24 23:13:34.699134,,C67.9,"Bladder, NOS",8052/3C67.9,Bladder Papillary Urothelial Carcinoma,
7298,ICD-O-3,8052/3,Papillary squamous cell carcinoma,C54335,,2022-05-24 23:13:34.699134,,C32.9,"Larynx, NOS",8052/3C32.9,Laryngeal Papillary Squamous Cell Carcinoma ,
7299,ICD-O-3,8052/3,Papillary squamous cell carcinoma,C4102,,2022-05-24 23:13:34.699134,,C76.0,"Head, face or neck, NOS",8052/3C76.0,Papillary Squamous Cell Carcinoma,
7300,ICD-O-3,8070/2,"Squamous cell carcinoma in situ, NOS",C6039,,2022-05-24 23:13:34.699134,,C10,OROPHARYNX,8070/2C10,Stage 0 Oropharyngeal Squamous Cell Carcinoma AJCC v6 and v7,
7301,ICD-O-3,8070/2,"Squamous cell carcinoma in situ, NOS",C6039,,2022-05-24 23:13:34.699134,,C09.9,"Tonsil, NOS",8070/2C09.9,Stage 0 Oropharyngeal Squamous Cell Carcinoma AJCC v6 and v7,
7302,ICD-O-3,8070/2,"Squamous cell carcinoma in situ, NOS",C6121,,2022-05-24 23:13:34.699134,,C32.1,Supraglottis,8070/2C32.1,"Stage 0 Laryngeal Squamous Cell Carcinoma AJCC v6, v7, and v8",
7303,ICD-O-3,8070/2,"Squamous cell carcinoma in situ, NOS",C6052,,2022-05-24 23:13:34.699134,,C02.9,"Tongue, NOS",8070/2C02.9,Stage 0 Oral Cavity Squamous Cell Carcinoma AJCC v6 and v7,
7304,ICD-O-3,8070/2,"Squamous cell carcinoma in situ, NOS",C6121,,2022-05-24 23:13:34.699134,,C32.9,"Larynx, NOS",8070/2C32.9,"Stage 0 Laryngeal Squamous Cell Carcinoma AJCC v6, v7, and v8",
7305,ICD-O-3,8070/2,"Squamous cell carcinoma in situ, NOS",C6048,,2022-05-24 23:13:34.699134,,C13.9,"Hypopharynx, NOS",8070/2C13.9,"Stage 0 Hypopharyngeal Squamous Cell Carcinoma AJCC v6, v7, and v8",
7306,ICD-O-3,8070/3,"Squamous cell carcinoma, NOS",C2929,,2022-05-24 23:13:34.699134,,C998,Disease  not specified,8070/3C998,Squamous Cell Carcinoma,
7307,ICD-O-3,8070/3,"Squamous cell carcinoma, NOS",C8170,,2022-05-24 23:13:34.699134,,C05.0,Hard palate,8070/3C05.0,Hard Palate Squamous Cell Carcinoma,
7308,ICD-O-3,8070/3,"Squamous cell carcinoma, NOS",C4549,,2022-05-24 23:13:34.699134,,C69.0,Conjunctiva,8070/3C69.0,Conjunctival Squamous Cell Carcinoma,
7309,ICD-O-3,8070/3,"Squamous cell carcinoma, NOS",C2929,,2022-05-24 23:13:34.699134,,C38.1,Anterior mediastinum,8070/3C38.1,Squamous Cell Carcinoma,
7310,ICD-O-3,8070/3,"Squamous cell carcinoma, NOS",C6083,,2022-05-24 23:13:34.699134,,C44.2,External ear,8070/3C44.2,External Ear Squamous Cell Carcinoma,
7311,ICD-O-3,8070/3,"Squamous cell carcinoma, NOS",C4648,,2022-05-24 23:13:34.699134,,C02.1,Border of tongue,8070/3C02.1,Tongue Squamous Cell Carcinoma,
7312,ICD-O-3,8070/3,"Squamous cell carcinoma, NOS",C7732,,2022-05-24 23:13:34.699134,,C65.9,Renal pelvis,8070/3C65.9,Renal Pelvis Squamous Cell Carcinoma,
7313,ICD-O-3,8070/3,"Squamous cell carcinoma, NOS",C4041,,2022-05-24 23:13:34.699134,,C04.0,Anterior floor of mouth,8070/3C04.0,Floor of Mouth Squamous Cell Carcinoma,
7314,ICD-O-3,8070/3,"Squamous cell carcinoma, NOS",C4031,,2022-05-24 23:13:34.699134,,C67.8,Overlapping lesion of bladder,8070/3C67.8,Bladder Squamous Cell Carcinoma,
7315,ICD-O-3,8070/3,"Squamous cell carcinoma, NOS",C8171,,2022-05-24 23:13:34.699134,,C03.1,Lower gum,8070/3C03.1,Lower Gingival Squamous Cell Carcinoma,
7316,ICD-O-3,8070/3,"Squamous cell carcinoma, NOS",C180839,,2022-05-24 23:13:34.699134,,C53.8,Overlapping lesion of cervix uteri,8070/3C53.8,"Cervical Squamous Cell Carcinoma, Not Otherwise Specified",
7317,ICD-O-3,8070/3,"Squamous cell carcinoma, NOS",C181161,,2022-05-24 23:13:34.699134,,C08,OTHER AND UNSPECIFIED MAJOR SALIVARY GLANDS,8070/3C08,Major Salivary Gland Squamous Cell Carcinoma,
7318,ICD-O-3,8070/3,"Squamous cell carcinoma, NOS",C181714,,2022-05-24 23:13:34.699134,,C10.1,Anterior surface of epiglottis,8070/3C10.1,Epiglottic Squamous Cell Carcinoma,
7319,ICD-O-3,8070/3,"Squamous cell carcinoma, NOS",C4941,,2022-05-24 23:13:34.699134,,C05.2,Uvula,8070/3C05.2,Soft Palate Squamous Cell Carcinoma,
7320,ICD-O-3,8070/6,"Squamous cell carcinoma, metastatic, NOS",C6029,,2022-05-24 23:13:34.699134,,C09.9,"Tonsil, NOS",8070/6C09.9,Metastatic Malignant Neoplasm in the Oropharynx,
7321,ICD-O-3,8070/6,"Squamous cell carcinoma, metastatic, NOS",C6029,,2022-05-24 23:13:34.699134,,C10.9,"Oropharynx, NOS",8070/6C10.9,Metastatic Malignant Neoplasm in the Oropharynx,
7322,ICD-O-3,8070/6,"Squamous cell carcinoma, metastatic, NOS",C27408,,2022-05-24 23:13:34.699134,,C34.0,Main bronchus,8070/6C34.0,Metastatic Carcinoma in the Lung,
7323,ICD-O-3,8071/3,"Squamous cell carcinoma, keratinizing, NOS",C54283,,2022-05-24 23:13:34.699134,,C10,OROPHARYNX,8071/3C10,Head and Neck Keratinizing Squamous Cell Carcinoma,
7324,ICD-O-3,8071/3,"Squamous cell carcinoma, keratinizing, NOS",C54283,,2022-05-24 23:13:34.699134,,C10.9,"Oropharynx, NOS",8071/3C10.9,Head and Neck Keratinizing Squamous Cell Carcinoma,
7325,ICD-O-3,8071/3,"Squamous cell carcinoma, keratinizing, NOS",C4105,,2022-05-24 23:13:34.699134,,C998,Disease  not specified,8071/3C998,Keratinizing Squamous Cell Carcinoma,
7326,ICD-O-3,8071/3,"Squamous cell carcinoma, keratinizing, NOS",C54283,,2022-05-24 23:13:34.699134,,C04.9,"Floor of mouth, NOS",8071/3C04.9,Head and Neck Keratinizing Squamous Cell Carcinoma,
7327,ICD-O-3,8072/3,"Squamous cell carcinoma, large cell, nonkeratinizing, NOS",C65173,,2022-05-24 23:13:34.699134,,C09.9,"Tonsil, NOS",8072/3C09.9,Non-Keratinizing Large Cell Squamous Cell Carcinoma,
7328,ICD-O-3,8072/3,"Squamous cell carcinoma, large cell, nonkeratinizing, NOS",C136714,,2022-05-24 23:13:34.699134,,C34.9,"Lung, NOS",8072/3C34.9,Lung Non-Keratinizing Squamous Cell Carcinoma,
7329,ICD-O-3,8073/3,"Squamous cell carcinoma, small cell, nonkeratinizing",C65175,,2022-05-24 23:13:34.699134,,C09.9,"Tonsil, NOS",8073/3C09.9,Non-Keratinizing Small Cell Squamous Cell Carcinoma,
7330,ICD-O-3,8074/3,"Squamous cell carcinoma, spindle cell",C27084,,2022-05-24 23:13:34.699134,,C03.0,Upper gum,8074/3C03.0,Spindle Cell Squamous Cell Carcinoma,
7331,ICD-O-3,8077/2,"Squamous intraepithelial neoplasia, high grade",C40197,,2022-05-24 23:13:34.699134,,C53.0,Endocervix,8077/2C53.0,High Grade Cervical Squamous Intraepithelial Neoplasia,
7332,ICD-O-3,8077/2,"Squamous intraepithelial neoplasia, high grade",C6121,,2022-05-24 23:13:34.699134,,C32.0,Glottis,8077/2C32.0,"Stage 0 Laryngeal Squamous Cell Carcinoma AJCC v6, v7, and v8",
7333,ICD-O-3,8083/3,Basaloid squamous cell carcinoma,C126751,,2022-05-24 23:13:34.699134,,C10,OROPHARYNX,8083/3C10,Oropharyngeal Basaloid Carcinoma,
7334,ICD-O-3,8083/3,Basaloid squamous cell carcinoma,C37290,,2022-05-24 23:13:34.699134,,C14.0,"Pharynx, NOS",8083/3C14.0,Head and Neck Basaloid Carcinoma,
7335,ICD-O-3,8085/3,"Squamous cell carcinoma, HPV-positive",C87055,,2022-05-24 23:13:34.699134,,C10,OROPHARYNX,8085/3C10,Oropharyngeal Human Papillomavirus-Positive Squamous Cell Carcinoma,
7336,ICD-O-3,8085/3,"Squamous cell carcinoma, HPV-positive",C87055,,2022-05-24 23:13:34.699134,,C09,TONSIL,8085/3C09,Oropharyngeal Human Papillomavirus-Positive Squamous Cell Carcinoma,
7337,ICD-O-3,8086/3,"Squamous cell carcinoma, HPV-negative",C173414,,2022-05-24 23:13:34.699134,,C10,OROPHARYNX,8086/3C10,Oropharyngeal Human Papillomavirus-Negative Squamous Cell Carcinoma,
7338,ICD-O-3,8086/3,"Squamous cell carcinoma, HPV-negative",C180841,,2022-05-24 23:13:34.699134,,C53.9,Cervix uteri,8086/3C53.9,Human Papillomavirus-Independent Cervical Squamous Cell Carcinoma,
7339,ICD-O-3,8090/3,"Basal cell carcinoma, NOS",C181159,,2022-05-24 23:13:34.699134,,C69.9,"Eye, NOS",8090/3C69.9,Eyelid Basal Cell Carcinoma,
7340,ICD-O-3,8092/3,"Infiltrating basal cell carcinoma, NOS",C27539,,2022-05-24 23:13:34.699134,,C50.9,"Breast, NOS",8092/3C50.9,Skin Infiltrating Basal Cell Carcinoma,
7341,ICD-O-3,8120/2,Urothelial carcinoma in situ,C3644,,2022-05-24 23:13:34.699134,,C67,BLADDER,8120/2C67,Stage 0is Bladder Urothelial Carcinoma AJCC v6 and v7,
7342,ICD-O-3,8120/3,"Transitional cell carcinoma, NOS",C39851,,2022-05-24 23:13:34.699134,,C67.3,Anterior wall of bladder,8120/3C67.3,Bladder Urothelial Carcinoma,
7343,ICD-O-3,8120/3,"Transitional cell carcinoma, NOS",C4830,,2022-05-24 23:13:34.699134,,C66.9,Ureter,8120/3C66.9,Ureter Urothelial Carcinoma,
7344,ICD-O-3,8140/0,"Adenoma, NOS",C4795,,2022-05-24 23:13:34.699134,,C61.9,Prostate gland,8140/0C61.9,Prostate Adenoma,
7345,ICD-O-3,8140/0,"Adenoma, NOS",C5520,,2022-05-24 23:13:34.699134,,C18.0,Cecum,8140/0C18.0,Cecum Villous Adenoma,
7346,ICD-O-3,8140/2,"Adenocarcinoma in situ, NOS",C91741,,2022-05-24 23:13:34.699134,,C30.1,Middle ear,8140/2C30.1,Middle Ear Carcinoma In Situ,
7347,ICD-O-3,8140/2,"Adenocarcinoma in situ, NOS",C5017,,2022-05-24 23:13:34.699134,,C18.7,Sigmoid colon,8140/2C18.7,Stage 0 Rectosigmoid Cancer AJCC v6 and v7,
7348,ICD-O-3,8140/2,"Adenocarcinoma in situ, NOS",C5729,,2022-05-24 23:13:34.699134,,C25.1,Body of pancreas,8140/2C25.1,Stage 0 Pancreatic Cancer AJCC v6 and v7,
7349,ICD-O-3,8140/2,"Adenocarcinoma in situ, NOS",C4520,,2022-05-24 23:13:34.699134,,C53.9,Cervix uteri,8140/2C53.9,Cervical Adenocarcinoma In Situ,
7350,ICD-O-3,8140/2,"Adenocarcinoma in situ, NOS",C89632,,2022-05-24 23:13:34.699134,,C55.9,"Uterus, NOS",8140/2C55.9,Stage 0 Uterine Corpus Cancer AJCC v7,
7351,ICD-O-3,8140/3,"Adenocarcinoma, NOS",C6848,,2022-05-24 23:13:34.699134,,C30.1,Middle ear,8140/3C30.1,Middle Ear Adenocarcinoma,
7352,ICD-O-3,8140/3,"Adenocarcinoma, NOS",C54400,,2022-05-24 23:13:34.699134,,C11.0,Superior wall of nasopharynx,8140/3C11.0,Nasopharyngeal Papillary Adenocarcinoma,
7353,ICD-O-3,8140/3,"Adenocarcinoma, NOS",C2852,,2022-05-24 23:13:34.699134,,C998,Disease  not specified,8140/3C998,Adenocarcinoma,
7354,ICD-O-3,8140/3,"Adenocarcinoma, NOS",C4536,,2022-05-24 23:13:34.699134,,C75.1,Pituitary gland,8140/3C75.1,Pituitary Gland Carcinoma,
7355,ICD-O-3,8140/3,"Adenocarcinoma, NOS",C5940,,2022-05-24 23:13:34.699134,,C08.0,Submandibular gland,8140/3C08.0,Submandibular Gland Adenocarcinoma,
7356,ICD-O-3,8140/3,"Adenocarcinoma, NOS",C7888,,2022-05-24 23:13:34.699134,,C17.9,"Small intestine, NOS",8140/3C17.9,Small Intestinal Adenocarcinoma,
7357,ICD-O-3,8140/3,"Adenocarcinoma, NOS",C6015,,2022-05-24 23:13:34.699134,,C30.0,Nasal cavity,8140/3C30.0,Nasal Cavity Adenocarcinoma,
7358,ICD-O-3,8140/3,"Adenocarcinoma, NOS",C181158,,2022-05-24 23:13:34.699134,,C17.1,Jejunum,8140/3C17.1,Jejunal Adenocarcinoma,
7359,ICD-O-3,8140/6,"Adenocarcinoma, metastatic, NOS",C8411,,2022-05-24 23:13:34.699134,,C19.9,Rectosigmoid junction,8140/6C19.9,Metastatic Malignant Neoplasm in the Colon,
7360,ICD-O-3,8140/6,"Adenocarcinoma, metastatic, NOS",C8411,,2022-05-24 23:13:34.699134,,C18.6,Descending colon,8140/6C18.6,Metastatic Malignant Neoplasm in the Colon,
7361,ICD-O-3,8140/6,"Adenocarcinoma, metastatic, NOS",C36082,,2022-05-24 23:13:34.699134,,C41.0,Bones of skull and face and associated joints,8140/6C41.0,Metastatic Carcinoma in the Bone,
7362,ICD-O-3,8140/6,"Adenocarcinoma, metastatic, NOS",C8411,,2022-05-24 23:13:34.699134,,C18.4,Transverse colon,8140/6C18.4,Metastatic Malignant Neoplasm in the Colon,
7363,ICD-O-3,8140/6,"Adenocarcinoma, metastatic, NOS",C7511,,2022-05-24 23:13:34.699134,,C50.6,Axillary tail of breast,8140/6C50.6,Metastatic Malignant Neoplasm in the Breast,
7364,ICD-O-3,8140/6,"Adenocarcinoma, metastatic, NOS",C7479,,2022-05-24 23:13:34.699134,,C15.9,"Esophagus, NOS",8140/6C15.9,Metastatic Malignant Neoplasm in the Esophagus,
7365,ICD-O-3,8144/0,"Adenoma, intestinal type",C3864,,2022-05-24 23:13:34.699134,,C18,COLON,8144/0C18,Colon Adenoma,
7366,ICD-O-3,8144/3,"Adenocarcinoma, intestinal type",C116316,,2022-05-24 23:13:34.699134,,C30.0,Nasal cavity,8144/3C30.0,"Sinonasal Adenocarcinoma, Intestinal-Type",
7367,ICD-O-3,8154/3,Mixed neuroendocrine non-neuroendocrine neoplasm (MiNEN),C45843,,2022-05-24 23:13:34.699134,,C25.0,Head of pancreas,8154/3C25.0,Pancreatic Mixed Adenoneuroendocrine Carcinoma,
7368,ICD-O-3,8160/3,Cholangiocarcinoma,C4436,,2022-05-24 23:13:34.699134,,C76.2,"Abdomen, NOS",8160/3C76.2,Cholangiocarcinoma,
7369,ICD-O-3,8160/3,Cholangiocarcinoma,C4436,,2022-05-24 23:13:34.699134,,C80.9,Unknown primary site,8160/3C80.9,Cholangiocarcinoma,
7370,ICD-O-3,8200/3,Adenoid cystic carcinoma,C6241,,2022-05-24 23:13:34.699134,,C09.0,Tonsillar fossa,8200/3C09.0,Oropharyngeal Adenoid Cystic Carcinoma,
7371,ICD-O-3,8200/3,Adenoid cystic carcinoma,C175340,,2022-05-24 23:13:34.699134,,C69.0,Conjunctiva,8200/3C69.0,Lacrimal Drainage System Adenoid Cystic Carcinoma,
7372,ICD-O-3,8200/3,Adenoid cystic carcinoma,C4540,,2022-05-24 23:13:34.699134,,C69,EYE AND ADNEXA,8200/3C69,Lacrimal Gland Adenoid Cystic Carcinoma,
7373,ICD-O-3,8200/3,Adenoid cystic carcinoma,C5130,,2022-05-24 23:13:34.699134,,C50.0,Nipple,8200/3C50.0,Breast Adenoid Cystic Carcinoma,
7374,ICD-O-3,8201/2,Cribriform carcinoma in situ,C5138,,2022-05-24 23:13:34.699134,,C50.0,Nipple,8201/2C50.0,"Breast Ductal Carcinoma In Situ, Cribriform Pattern",
7375,ICD-O-3,8211/3,Tubular adenocarcinoma,C9120,,2022-05-24 23:13:34.699134,,C25.9,"Pancreas, NOS",8211/3C25.9,Pancreatic Ductal Adenocarcinoma,
7376,ICD-O-3,8211/3,Tubular adenocarcinoma,C5473,,2022-05-24 23:13:34.699134,,C16.0,"Cardia, NOS",8211/3C16.0,Gastric Tubular Adenocarcinoma,
7377,ICD-O-3,8220/3,Adenocarcinoma in adenomatous polyposis coli,C4134,,2022-05-24 23:13:34.699134,,C20.9,"Rectum, NOS",8220/3C20.9,Adenocarcinoma in Adenomatous Polyposis Coli,
7378,ICD-O-3,8221/0,Multiple adenomatous polyps,C4135,,2022-05-24 23:13:34.699134,,C18.9,"Colon, NOS",8221/0C18.9,Multiple Adenomatous Polyps,
7379,ICD-O-3,8240/3,"Neuroendocrine tumor, NOS",C159582,,2022-05-24 23:13:34.699134,,C67.0,Trigone of bladder,8240/3C67.0,Bladder Well Differentiated Neuroendocrine Tumor,
7380,ICD-O-3,8240/3,"Neuroendocrine tumor, NOS",C96061,,2022-05-24 23:13:34.699134,,C17,SMALL INTESTINE,8240/3C17,Small Intestinal Neuroendocrine Tumor,
7381,ICD-O-3,8240/3,"Neuroendocrine tumor, NOS",C27720,,2022-05-24 23:13:34.699134,,C25.9,"Pancreas, NOS",8240/3C25.9,Pancreatic Neuroendocrine Tumor,
7382,ICD-O-3,8246/3,"Neuroendocrine carcinoma, NOS",C45569,,2022-05-24 23:13:34.699134,,C34.3,"Lower lobe, lung",8246/3C34.3,Lung Neuroendocrine Carcinoma,
7383,ICD-O-3,8246/3,"Neuroendocrine carcinoma, NOS",C160980,,2022-05-24 23:13:34.699134,,C30.1,Middle ear,8246/3C30.1,Head and Neck Neuroendocrine Carcinoma,
7384,ICD-O-3,8246/3,"Neuroendocrine carcinoma, NOS",C160980,,2022-05-24 23:13:34.699134,,C11.0,Superior wall of nasopharynx,8246/3C11.0,Head and Neck Neuroendocrine Carcinoma,
7385,ICD-O-3,8246/3,"Neuroendocrine carcinoma, NOS",C96549,,2022-05-24 23:13:34.699134,,C21.0,"Anus, NOS",8246/3C21.0,Anal Canal Neuroendocrine Carcinoma,
7386,ICD-O-3,8246/3,"Neuroendocrine carcinoma, NOS",C173089,,2022-05-24 23:13:34.699134,,C30.0,Nasal cavity,8246/3C30.0,Sinonasal Neuroendocrine Carcinoma,
7387,ICD-O-3,8246/3,"Neuroendocrine carcinoma, NOS",C160980,,2022-05-24 23:13:34.699134,,C11,NASOPHARYNX,8246/3C11,Head and Neck Neuroendocrine Carcinoma,
7388,ICD-O-3,8246/3,"Neuroendocrine carcinoma, NOS",C3773,,2022-05-24 23:13:34.699134,,C49,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",8246/3C49,Neuroendocrine Carcinoma,
